episode,timestep,s1,s2,s3,s4,s5,g_s,rb_x,rb_y,rb_z,a1,a2,a3,a4,a5,g_a,ns1,ns2,ns3,ns4,ns5,ng_s,nrb_x,nrb_y,nrb_z,jp_x,jp_y,jp_z,bp_x,bp_y,bp_z,distance,reward,done
0,0,3.687363129387494e-07,0.0006726995293727749,0.0019612063335316247,-0.0005919116284851475,-1.8660225989249786e-06,0.0,-0.1129552937204234,0.2015998804537327,-0.20994904250594265,0.7888603806495667,0.8134140372276306,-0.12418925017118454,0.9091228246688843,0.3114694356918335,-0.08941716700792313,3.687363129387494e-07,0.0006726995293727749,0.0019612063335316247,-0.0005919116284851475,-1.8660225989249786e-06,0.0,0.018207407511835,0.06675246412082692,-0.00935854520908402,0.181792592488165,0.1332475358791731,0.00935854520908402,0.2,0.2,0.0,0.06982108222403015,0.0,False
0,1,3.687363129387494e-07,0.0006726995293727749,0.0019612063335316247,-0.0005919116284851475,-1.8660225989249786e-06,0.0,0.018207407511835,0.06675246412082692,-0.00935854520908402,-0.06025946885347366,0.29811447858810425,0.12907038629055023,-0.09781131893396378,0.12192218005657196,-0.25938311219215393,3.687363129387494e-07,0.0006726995293727749,0.0019612063335316247,-0.0005919116284851475,-1.8660225989249786e-06,0.0,0.019552596354542734,0.06759074965301759,-0.008996590471708726,0.18044740364545728,0.13240925034698242,0.008996590471708726,0.2,0.2,0.0,0.0709348440681744,0.44999999999999996,False
0,2,3.687363129387494e-07,0.0006726995293727749,0.0019612063335316247,-0.0005919116284851475,-1.8660225989249786e-06,0.0,0.019552596354542734,0.06759074965301759,-0.008996590471708726,0.9126247763633728,0.36051511764526367,0.8788433074951172,-0.07588130980730057,0.25588661432266235,-0.29716724157333374,0.6009636237856455,0.8710607006861981,-0.770535769968888,1.808773861767382,1.900655067873748,0.0,0.11568907766158595,0.3371269457542539,0.009370657028510816,0.18044740364545728,0.13240925034698242,0.008996590471708726,0.29613648130704323,0.4695361961012363,0.018367247500219543,0.3565478221177716,-20.0,False
0,3,0.6009636237856455,0.8710607006861981,-0.770535769968888,1.808773861767382,1.900655067873748,0.0,0.11568907766158595,0.3371269457542539,0.009370657028510816,-0.4362233579158783,-0.170010045170784,0.9855165481567383,0.2363142967224121,-0.4199492633342743,0.9998814463615417,0.5994649305801911,0.8613555175950557,-0.7561357987236796,1.799283205057998,1.8995661778053783,0.0,0.11662963755532602,0.340786594967333,0.009503472859892687,0.1806496736318245,0.13219150891602147,0.009050564575755399,0.2972793111871505,0.4729781038833545,0.018554037435648086,0.3603169322445373,-20.0,False
0,4,0.5994649305801911,0.8613555175950557,-0.7561357987236796,1.799283205057998,1.8995661778053783,0.0,0.11662963755532602,0.340786594967333,0.009503472859892687,-0.9914819598197937,-0.7238163948059082,0.7485488653182983,0.7747471332550049,-0.8908094167709351,0.6853723526000977,0.5823781550751478,0.8423426598947816,-0.7378382112713282,1.7885485462382473,1.8911303973262563,0.0,0.11519773347816117,0.3473388177922073,0.008236714611017142,0.18318182040010814,0.12952519718248867,0.01042179679065455,0.2983795538782693,0.476864014974696,0.01865851140167169,0.3660363583189203,-20.0,False
0,5,0.5823781550751478,0.8423426598947816,-0.7378382112713282,1.7885485462382473,1.8911303973262563,0.0,0.11519773347816117,0.3473388177922073,0.008236714611017142,0.020029250532388687,-0.5533464550971985,0.7499536871910095,0.6564158201217651,-0.8907555341720581,-0.3895072340965271,0.5487781550752524,0.8087426599167736,-0.7042382112470583,1.7829257206028724,1.8606733955905608,0.0,0.11446191172209544,0.35950470941941354,0.005506279264871603,0.18548833308417687,0.12478470272464065,0.013054094252685038,0.2999502448062723,0.4842894121440542,0.01856037351755664,0.3773267608335731,-20.0,False
0,6,0.5487781550752524,0.8087426599167736,-0.7042382112470583,1.7829257206028724,1.8606733955905608,0.0,0.11446191172209544,0.35950470941941354,0.005506279264871603,-0.18037042021751404,-0.8488513231277466,0.9302738308906555,-0.3004177510738373,-0.8003503084182739,0.9561587572097778,0.538456085844283,0.7895426599290729,-0.6853801275884761,1.778063752740188,1.851014085331347,0.0,0.11320215326227048,0.3677856801618813,0.0028049949172694183,0.18732379217786502,0.12057921289119591,0.015541131780054104,0.3005259454401355,0.48836489305307723,0.018346126697323523,0.3848232088009222,-20.0,False
0,7,0.538456085844283,0.7895426599290729,-0.6853801275884761,1.778063752740188,1.851014085331347,0.0,0.11320215326227048,0.3677856801618813,0.0028049949172694183,-0.8140482902526855,-0.7106637358665466,0.818553626537323,0.24092498421669006,-0.882308840751648,0.9994394779205322,0.5208706248623682,0.7703426599411584,-0.6661801275749644,1.7594355134591322,1.8350975852723868,0.0,0.11062967887546768,0.37373750873329814,0.0005776698210165458,0.1901685854141927,0.11733793432700118,0.01756404047688645,0.3007982642896604,0.4910754430602993,0.018141710297902996,0.38976786037933314,-20.0,False
0,8,0.5208706248623682,0.7703426599411584,-0.6661801275749644,1.7594355134591322,1.8350975852723868,0.0,0.11062967887546768,0.37373750873329814,0.0005776698210165458,-0.9328017830848694,-0.7085385322570801,0.9236888289451599,-0.3333244323730469,-0.43866056203842163,0.8816930651664734,0.5057433994852502,0.7519570950164063,-0.6482308861146371,1.7466719642363007,1.8237076142246254,0.0,0.10780786547967663,0.3810419565846792,-0.0017129528599533553,0.19321777827233189,0.11368853921641356,0.019500708199081132,0.3010256437520085,0.49473049580109274,0.017787755339127777,0.396003084261556,-20.0,False
0,9,0.5057433994852502,0.7519570950164063,-0.6482308861146371,1.7466719642363007,1.8237076142246254,0.0,0.10780786547967663,0.3810419565846792,-0.0017129528599533553,-0.6528437733650208,-0.2829613983631134,0.9273452758789062,0.947843074798584,-0.9108850359916687,0.8746211528778076,0.48902079795283115,0.734554107387162,-0.6294955225779705,1.733119146083827,1.8165748325567133,0.0,0.10787183171635412,0.3849358400664804,-0.002189872861110404,0.19321777827233189,0.11368853921641356,0.019500708199081132,0.301089609988686,0.49862437928289394,0.017310835337970728,0.3997708450958827,-20.0,False
0,10,0.48902079795283115,0.734554107387162,-0.6294955225779705,1.733119146083827,1.8165748325567133,0.0,0.10787183171635412,0.3849358400664804,-0.002189872861110404,-0.592994213104248,-0.7380045056343079,0.30816105008125305,-0.5966603755950928,-0.4475359320640564,0.1788668930530548,0.48902079795283115,0.734554107387162,-0.6294955225779705,1.733119146083827,1.8165748325567133,0.0,0.05908045607664117,0.5149906119463645,-0.05130714893692993,0.24200915391204483,-0.016366232663470565,0.06861798427490066,0.301089609988686,0.49862437928289394,0.017310835337970728,0.5209013862672581,-20.0,False
0,11,0.48902079795283115,0.734554107387162,-0.6294955225779705,1.733119146083827,1.8165748325567133,0.0,0.05908045607664117,0.5149906119463645,-0.05130714893692993,-0.24722295999526978,0.22579388320446014,0.8025667667388916,0.566138744354248,0.04066422954201698,0.7058920860290527,0.48902079795283115,0.734554107387162,-0.6294955225779705,1.733119146083827,1.8165748325567133,0.0,0.061822905137458556,0.5565377671856778,-0.07139746256727575,0.23926670485122745,-0.057913387902783886,0.08870829790524648,0.301089609988686,0.49862437928289394,0.017310835337970728,0.5644944247419106,-20.0,False
0,12,0.48902079795283115,0.734554107387162,-0.6294955225779705,1.733119146083827,1.8165748325567133,0.0,0.061822905137458556,0.5565377671856778,-0.07139746256727575,0.025744812563061714,0.23631148040294647,0.6694972515106201,0.9574765563011169,-0.37517276406288147,0.5982627868652344,-0.24363767918111748,-0.008821758794326675,0.09215234027066023,1.0051933950421037,1.556214347132804,0.0,0.05987522380006377,0.6115176193283454,-0.0820495303445993,0.23842967021832173,-0.0620087252451713,0.09110042091808858,0.2983048940183855,0.549508894083174,0.009050890573489283,0.6198959320756059,-20.0,False
0,13,-0.24363767918111748,-0.008821758794326675,0.09215234027066023,1.0051933950421037,1.556214347132804,0.0,0.05987522380006377,0.6115176193283454,-0.0820495303445993,0.8196392059326172,0.4055444300174713,-0.5233694314956665,0.8803518414497375,0.5631903409957886,-0.34389349818229675,-0.23092401084883446,-0.004231656342184594,0.0856032705880836,1.0226638153329333,1.5626813930874077,0.0,0.06369377554316646,0.6108828522731105,-0.07876176755210311,0.23695285909580704,-0.05963376596724203,0.08889495233915279,0.3006466346389735,0.5512490863058684,0.010133184787049675,0.6192238466598373,-20.0,False
0,14,-0.23092401084883446,-0.004231656342184594,0.0856032705880836,1.0226638153329333,1.5626813930874077,0.0,0.06369377554316646,0.6108828522731105,-0.07876176755210311,0.8291086554527283,0.9424539804458618,0.5491867661476135,0.8517610430717468,0.7648140788078308,-0.37030622363090515,-0.21652401084897785,0.0042856517979638475,0.07120327059826516,1.0370638153327738,1.5759468963595678,0.0,0.06602041135670345,0.6128235804140149,-0.07771433883902751,0.23695285909580704,-0.05963376596724203,0.08889495233915279,0.3029732704525105,0.5531898144467728,0.011180613500125287,0.6212495101715156,-20.0,False
0,15,-0.21652401084897785,0.0042856517979638475,0.07120327059826516,1.0370638153327738,1.5759468963595678,0.0,0.06602041135670345,0.6128235804140149,-0.07771433883902751,0.8677253723144531,0.8822497129440308,-0.2557934522628784,0.776639461517334,0.850698709487915,0.6424977779388428,-0.21652401084897785,0.0042856517979638475,0.07120327059826516,1.0370638153327738,1.5759468963595678,0.0,0.13327066870854354,0.5605779041515948,0.007823611271869431,0.16970260174396695,-0.007388089704822003,0.0033570022282558565,0.3029732704525105,0.5531898144467728,0.011180613500125287,0.5762550361205968,-19.868182777551112,False
