episode,timestep,s1,s2,s3,s4,s5,g_s,rb_x,rb_y,rb_z,a1,a2,a3,a4,a5,g_a,ns1,ns2,ns3,ns4,ns5,ng_s,nrb_x,nrb_y,nrb_z,jp_x,jp_y,jp_z,bp_x,bp_y,bp_z,distance,reward,ball_in_target,ball_out_of_playground,time_limit,done
0,0,4.340672496557369e-15,-1.5700000000293026,1.5700000000768075,1.5700000000406173,1.2722711189356948e-13,0.0,0.16227085568597496,0.2015999999999998,-0.018460129445904416,-1.0,-1.0,-1.0,-1.0,1.0,1.0,4.340672496557369e-15,-1.5700000000293026,1.5700000000768075,1.5700000000406173,1.2722711189356948e-13,0.0,0.1130806720509343,0.2517715271992456,-0.1250211817589203,0.0869193279490657,-0.05177152719924562,0.1250211817589203,0.2,0.2,0.0,0.302995769257804,0.0,0,0,0,False
0,1,4.340672496557369e-15,-1.5700000000293026,1.5700000000768075,1.5700000000406173,1.2722711189356948e-13,0.0,0.1130806720509343,0.2517715271992456,-0.1250211817589203,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.4091809295711736,-1.7182129594522704,1.2532000001378527,1.2934226021290602,0.2781651266821305,0.0,0.1130806720509343,0.2517715271992456,-0.1250211817589203,0.0869193279490657,-0.05177152719924562,0.1250211817589203,0.2,0.2,0.0,0.302995769257804,-0.181497884628902,0,0,1,False
0,2,-0.4091809295711736,-1.7182129594522704,1.2532000001378527,1.2934226021290602,0.2781651266821305,0.0,0.1130806720509343,0.2517715271992456,-0.1250211817589203,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.4929298995770864,-1.7390841985824972,1.14280000015434,1.2383423589261875,0.33482992328608807,0.0,0.11344467399332718,0.2542522247623676,-0.13777659201872344,0.08655532600667283,-0.05425222476236756,0.13777659201872344,0.2,0.2,0.0,0.31063849916319053,-0.2617465486354603,0,0,2,False
0,3,-0.4929298995770864,-1.7390841985824972,1.14280000015434,1.2383423589261875,0.33482992328608807,0.0,0.11344467399332718,0.2542522247623676,-0.13777659201872344,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.4830663473935741,-1.740470935630663,1.1284000001581156,1.2291914166661242,0.34733420990735303,0.0,0.11344467399332718,0.2542522247623676,-0.13777659201872344,0.08655532600667283,-0.05425222476236756,0.13777659201872344,0.2,0.2,0.0,0.31063849916319053,-0.18531924958159526,0,0,3,False
0,4,-0.4830663473935741,-1.740470935630663,1.1284000001581156,1.2291914166661242,0.34733420990735303,0.0,0.11344467399332718,0.2542522247623676,-0.13777659201872344,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.470974746566738,-1.7425291922568622,1.109200000162102,1.2176023055353207,0.3607470683760872,0.0,0.1119728602039261,0.2525475491201095,-0.146555015388899,0.0880271397960739,-0.052547549120109505,0.146555015388899,0.2,0.2,0.0,0.3127244130611848,-0.20722134551053525,0,0,4,False
0,5,-0.470974746566738,-1.7425291922568622,1.109200000162102,1.2176023055353207,0.3607470683760872,0.0,0.1119728602039261,0.2525475491201095,-0.146555015388899,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.4541073289416992,-1.745230994241034,1.0852000001674094,1.2016266981937738,0.3789331011253539,0.0,0.11089209614884403,0.2506419323345526,-0.1553693576287024,0.08910790385115598,-0.05064193233455262,0.1553693576287024,0.2,0.2,0.0,0.31505249169406446,-0.21080703217582872,0,0,5,False
0,6,-0.4541073289416992,-1.745230994241034,1.0852000001674094,1.2016266981937738,0.3789331011253539,0.0,0.11089209614884403,0.2506419323345526,-0.1553693576287024,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.43248324615205563,-1.7502100224657127,1.0468000001744675,1.180680078425668,0.40187316180674015,0.0,0.11047827965373813,0.24814110626085906,-0.16695910325764635,0.08952172034626188,-0.048141106260859046,0.16695910325764635,0.2,0.2,0.0,0.31883350051744863,-0.227226838492566,0,0,6,False
0,7,-0.43248324615205563,-1.7502100224657127,1.0468000001744675,1.180680078425668,0.40187316180674015,0.0,0.11047827965373813,0.24814110626085906,-0.16695910325764635,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.4157024115278524,-1.7544101547562037,1.013200000180316,1.164148520247101,0.4199673423695482,0.0,0.11047827965373813,0.24814110626085906,-0.16695910325764635,0.08952172034626188,-0.048141106260859046,0.16695910325764635,0.2,0.2,0.0,0.31883350051744863,-0.18941675025872431,0,0,7,False
0,8,-0.4157024115278524,-1.7544101547562037,1.013200000180316,1.164148520247101,0.4199673423695482,0.0,0.11047827965373813,0.24814110626085906,-0.16695910325764635,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.4157024115278524,-1.7544101547562037,1.013200000180316,1.164148520247101,0.4199673423695482,0.0,0.11073407398028276,0.2453871236839278,-0.17855065323483166,0.08926592601971725,-0.04538712368392778,0.17855065323483166,0.2,0.2,0.0,0.3230436679161613,-0.23362350794520725,0,0,8,False
0,9,-0.4157024115278524,-1.7544101547562037,1.013200000180316,1.164148520247101,0.4199673423695482,0.0,0.11073407398028276,0.2453871236839278,-0.17855065323483166,1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.35105011993806456,-1.7707993219856246,0.8932000002013099,1.1007331682274193,0.48602533454704583,0.0,0.11765065899797851,0.23475603722503824,-0.21851294671685667,0.0823493410020215,-0.03475603722503823,0.21851294671685667,0.2,0.2,0.0,0.34161379137725983,-0.3865081302996154,0,0,9,False
