episode,timestep,s1,s2,s3,s4,s5,g_s,n_s1,n_s2,n_s3,n_s4,n_s5,n_g_s,a1,a2,a3,a4,a5,g_a,jp_x,jp_y,jp_z,bp_x,bp_y,bp_z,reward,done
0,0,4.340639512711822e-15,-1.5700000000292866,1.570000000076792,1.5700000000406014,1.2722743181471547e-13,0.0,4.340639512711822e-15,-1.5700000000292866,1.570000000076792,1.5700000000406014,1.2722743181471547e-13,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.03772914431402727,-0.0015999999999997878,0.018460129445905943,0.2,0.2,0.0,-1.7171896396998427,False
0,1,4.340639512711822e-15,-1.5700000000292866,1.570000000076792,1.5700000000406014,1.2722743181471547e-13,0.0,4.3406385369298675e-15,-1.5700000000292875,1.5700000000767929,1.5700000000406023,1.2722743433548548e-13,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.03772914431402727,-0.0015999999999997878,0.018460129445905943,0.2,0.2,0.0,-1.7271896396998427,False
0,2,4.3406385369298675e-15,-1.5700000000292875,1.5700000000767929,1.5700000000406023,1.2722743433548548e-13,0.0,4.340638184564163e-15,-1.570000000029288,1.5700000000767933,1.5700000000406027,1.2722743510120322e-13,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.7371896396998427,False
0,3,4.340638184564163e-15,-1.570000000029288,1.5700000000767933,1.5700000000406027,1.2722743510120322e-13,0.0,4.340638184564163e-15,-1.570000000029288,1.5700000000767933,1.5700000000406027,1.2722743510120322e-13,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.7471896396998428,False
0,4,4.340638184564163e-15,-1.570000000029288,1.5700000000767933,1.5700000000406027,1.2722743510120322e-13,0.0,4.340638184564163e-15,-1.570000000029288,1.5700000000767933,1.5700000000406027,1.2722743510120322e-13,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.7571896396998428,False
0,5,4.340638184564163e-15,-1.570000000029288,1.5700000000767933,1.5700000000406027,1.2722743510120322e-13,0.0,4.340637479832751e-15,-1.5700000000292886,1.570000000076794,1.5700000000406034,1.2722743743223792e-13,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.7671896396998428,False
0,6,4.340637479832751e-15,-1.5700000000292886,1.570000000076794,1.5700000000406034,1.2722743743223792e-13,0.0,4.3406362601053115e-15,-1.5700000000292897,1.570000000076795,1.5700000000406045,1.2722743800144403e-13,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.7771896396998428,False
0,7,4.3406362601053115e-15,-1.5700000000292897,1.570000000076795,1.5700000000406045,1.2722743800144403e-13,0.0,-1.2088758866329268e-05,-1.5697259999665987,1.5696356381809065,1.5700466441182208,0.00013022261860031438,0.0,-0.006044379435479641,-1.4329999685287476,1.3878190517425537,1.5933220386505127,0.06511130928993225,0.15063808858394623,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.7871896396998428,False
0,8,-1.2088758866329268e-05,-1.5697259999665987,1.5696356381809065,1.5700466441182208,0.00013022261860031438,0.0,-1.2088758866329268e-05,-1.5697259999665987,1.5696356381809065,1.5700466441182208,0.00013022261860031438,0.0,-0.006070717237889767,-1.4326612949371338,1.3874599933624268,1.593302845954895,0.0651649460196495,0.15062567591667175,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.7971896396998428,False
0,9,-1.2088758866329268e-05,-1.5697259999665987,1.5696356381809065,1.5700466441182208,0.00013022261860031438,0.0,-1.2088758866329268e-05,-1.5697259999665987,1.5696356381809065,1.5700466441182208,0.00013022261860031438,0.0,-0.006070717237889767,-1.4326612949371338,1.3874599933624268,1.593302845954895,0.0651649460196495,0.15062567591667175,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.8071896396998428,False
0,10,-1.2088758866329268e-05,-1.5697259999665987,1.5696356381809065,1.5700466441182208,0.00013022261860031438,0.0,-2.405663014826707e-05,-1.5694547399045342,1.5692749199039766,1.570092821755061,0.00025914301089088697,0.0,-0.006070717237889767,-1.4326612949371338,1.3874599933624268,1.593302845954895,0.0651649460196495,0.15062567591667175,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.8171896396998428,False
0,11,-2.405663014826707e-05,-1.5694547399045342,1.5692749199039766,1.570092821755061,0.00025914301089088697,0.0,-2.405663014826707e-05,-1.5694547399045342,1.5692749199039766,1.570092821755061,0.00025914301089088697,0.0,-0.006096794269979,-1.4323264360427856,1.3871046304702759,1.5932836532592773,0.06521811336278915,0.15061350166797638,0.037729144314027116,-0.0015999999999997882,0.01846012944590586,0.2,0.2,0.0,-1.8271896396998428,False
