timestep,episode,s1,s2,s3,s4,s5,s6,next_s1,next_s2,next_s3,next_s4,next_s5,next_s6,a1,a2,a3,a4,a5,a6,ball_pos_x,ball_pos_y,ball_pos_z,wrist_3_x,wrist_3_y,wrist_3_z,reward,done
0,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.0009039994100120451,0.23322879384622286,1.0788337870973115,-1.438159466821592,False
1,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.000903999410011771,0.23322879384622275,1.0788337870973117,-1.4481594668215922,False
2,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.000903999410011771,0.23322879384622275,1.0788337870973117,-1.4581594668215923,False
3,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.000903999410011771,0.23322879384622275,1.0788337870973117,-1.4681594668215923,False
4,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.000903999410011771,0.23322879384622275,1.0788337870973117,-1.4781594668215923,False
5,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.000903999410011771,0.23322879384622275,1.0788337870973117,-1.4881594668215923,False
6,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.0009039994100135578,0.23322879384622297,1.0788337870973117,-1.4981594668215918,False
7,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.0009039994100135578,0.23322879384622297,1.0788337870973117,-1.5081594668215919,False
8,0,0.0661119818687439,-1.5867537260055542,0.04819244518876076,-1.5675262212753296,-0.06949859857559204,-0.03389029949903488,0.06611116230487823,-1.5867555141448975,0.048196569085121155,-1.5675243139266968,-0.06949412077665329,-0.03389472886919975,0.04496952146291733,0.04077433422207832,-0.01796942949295044,0.0667424201965332,0.048691049218177795,-0.00635828822851181,0.361009,-0.291041,0.45148568405566597,0.0009043056684739925,0.23322883178148174,1.0788337167403808,-1.5181593162278015,False
9,0,0.06611116230487823,-1.5867555141448975,0.048196569085121155,-1.5675243139266968,-0.06949412077665329,-0.03389472886919975,0.06611116230487823,-1.5867555141448975,0.048196569085121155,-1.5675243139266968,-0.06949412077665329,-0.03389472886919975,0.04496864229440689,0.04077475517988205,-0.017969347536563873,0.06674178689718246,0.04869145154953003,-0.006358504295349121,0.361009,-0.291041,0.45148568405566597,0.0009043056684739925,0.23322883178148174,1.0788337167403808,-1.5281593162278015,False
10,0,0.06611116230487823,-1.5867555141448975,0.048196569085121155,-1.5675243139266968,-0.06949412077665329,-0.03389472886919975,0.06611035019159317,-1.5867574214935303,0.048200689256191254,-1.5675222873687744,-0.06948964297771454,-0.03389916196465492,0.04496864229440689,0.04077475517988205,-0.017969347536563873,0.06674178689718246,0.04869145154953003,-0.006358504295349121,0.361009,-0.291041,0.45148568405566597,0.0009046119712886897,0.23322886971443937,1.0788336463784676,-1.5381591656113702,False
11,0,0.06611035019159317,-1.5867574214935303,0.048200689256191254,-1.5675222873687744,-0.06948964297771454,-0.03389916196465492,0.06610953062772751,-1.5867592096328735,0.04820481315255165,-1.5675203800201416,-0.06948516517877579,-0.03390359506011009,0.044967882335186005,0.04077518731355667,-0.01796935498714447,0.06674115359783173,0.04869180917739868,-0.006358634680509567,0.361009,-0.291041,0.45148568405566597,0.0009049183188608537,0.23322890764512352,1.078833576011566,-1.5481590149721471,False
12,0,0.06610953062772751,-1.5867592096328735,0.04820481315255165,-1.5675203800201416,-0.06948516517877579,-0.03390359506011009,0.06610871106386185,-1.5867609977722168,0.04820893704891205,-1.5675184726715088,-0.06948068737983704,-0.03390802443027496,0.04496704041957855,0.040775589644908905,-0.017969302833080292,0.06674056500196457,0.048692211508750916,-0.006358746439218521,0.361009,-0.291041,0.45148568405566597,0.0009052247112340548,0.23322894557353666,1.078833505639675,-1.5581588643101156,False
13,0,0.06610871106386185,-1.5867609977722168,0.04820893704891205,-1.5675184726715088,-0.06948068737983704,-0.03390802443027496,0.06610789149999619,-1.58676278591156,0.048213060945272446,-1.5675164461135864,-0.06947620958089828,-0.03391245752573013,0.04496624320745468,0.04077600687742233,-0.017969243228435516,0.06673993170261383,0.04869258403778076,-0.006358858197927475,0.361009,-0.291041,0.45148568405566597,0.000905531148411784,0.23322898349967888,1.0788334352627913,-1.5681587136252721,False
14,0,0.06610789149999619,-1.58676278591156,0.048213060945272446,-1.5675164461135864,-0.06947620958089828,-0.03391245752573013,0.06610707193613052,-1.5867645740509033,0.04821718484163284,-1.5675145387649536,-0.06947173178195953,-0.033916886895895004,0.044965460896492004,0.040776386857032776,-0.017969228327274323,0.06673926115036011,0.048692941665649414,-0.006359025835990906,0.361009,-0.291041,0.45148568405566597,0.000905531148411784,0.23322898349967888,1.0788334352627913,-1.5781587136252724,False
15,0,0.06610707193613052,-1.5867645740509033,0.04821718484163284,-1.5675145387649536,-0.06947173178195953,-0.033916886895895004,0.06610625237226486,-1.5867663621902466,0.04822131246328354,-1.5675125122070312,-0.06946725398302078,-0.033921319991350174,0.04496464133262634,0.040776822715997696,-0.017969153821468353,0.06673862040042877,0.048693299293518066,-0.006359204649925232,0.361009,-0.291041,0.45148568405566597,0.000905531148411784,0.23322898349967888,1.0788334352627913,-1.5881587136252722,False
16,0,0.06610625237226486,-1.5867663621902466,0.04822131246328354,-1.5675125122070312,-0.06946725398302078,-0.033921319991350174,0.0661054328083992,-1.5867682695388794,0.048225436359643936,-1.5675106048583984,-0.06946277618408203,-0.033925749361515045,0.04496386647224426,0.040777236223220825,-0.01796911656856537,0.0667380541563034,0.04869367182254791,-0.006359312683343887,0.361009,-0.291041,0.45148568405566597,0.000905531148411784,0.23322898349967888,1.0788334352627913,-1.5981587136252722,False
17,0,0.0661054328083992,-1.5867682695388794,0.048225436359643936,-1.5675106048583984,-0.06946277618408203,-0.033925749361515045,0.06610379368066788,-1.586771845817566,0.04823368787765503,-1.5675066709518433,-0.06945382058620453,-0.033934611827135086,0.044963009655475616,0.04077765345573425,-0.017969056963920593,0.06673729419708252,0.04869409650564194,-0.00635945051908493,0.361009,-0.291041,0.45148568405566597,0.000905531148411784,0.23322898349967888,1.0788334352627913,-1.6081587136252722,False
18,0,0.06610379368066788,-1.586771845817566,0.04823368787765503,-1.5675066709518433,-0.06945382058620453,-0.033934611827135086,0.06655364483594894,-1.586363673210144,0.04805312305688858,-1.566839575767517,-0.06896787136793137,-0.03399743512272835,0.04496138542890549,0.04077848792076111,-0.01796896755695343,0.06673605740070343,0.04869483411312103,-0.006359726190567017,0.361009,-0.291041,0.45148568405566597,0.0011045702791820195,0.23325306938973905,1.0788252988814704,-1.6180869243224516,False
19,0,0.06655364483594894,-1.586363673210144,0.04805312305688858,-1.566839575767517,-0.06896787136793137,-0.03399743512272835,0.06655287742614746,-1.5863654613494873,0.0480571985244751,-1.5668374300003052,-0.06896348297595978,-0.03400197997689247,0.04493977129459381,0.040812063962221146,-0.017946787178516388,0.06667084991931915,0.048666730523109436,-0.006383270025253296,0.361009,-0.291041,0.45148568405566597,0.001104883397724194,0.23325310768093724,1.078825227798956,-1.6280867707223403,False
20,0,0.06655287742614746,-1.5863654613494873,0.0480571985244751,-1.5668374300003052,-0.06896348297595978,-0.03400197997689247,0.06655211001634598,-1.5863672494888306,0.04806127771735191,-1.5668354034423828,-0.06895909458398819,-0.034006524831056595,0.04493889957666397,0.04081249237060547,-0.01794671267271042,0.06667020916938782,0.048667117953300476,-0.006383400410413742,0.361009,-0.291041,0.45148568405566597,0.001105196536046858,0.233253145967801,1.078825156712192,-1.638086617108822,False
21,0,0.06655211001634598,-1.5863672494888306,0.04806127771735191,-1.5668354034423828,-0.06895909458398819,-0.034006524831056595,0.06700094044208527,-1.5859605073928833,0.047885023057460785,-1.566166877746582,-0.06846901029348373,-0.03407410904765129,0.04493815451860428,0.0408129058778286,-0.017946667969226837,0.06666955351829529,0.04866752028465271,-0.006383560597896576,0.361009,-0.291041,0.45148568405566597,0.0011055097158240929,0.23325318425258973,1.0788250856201431,-1.6480864634737629,False
22,0,0.06700094044208527,-1.5859605073928833,0.047885023057460785,-1.566166877746582,-0.06846901029348373,-0.03407410904765129,0.06700023263692856,-1.5859622955322266,0.04788905009627342,-1.5661646127700806,-0.06846471130847931,-0.03407876566052437,0.0449155792593956,0.04084685817360878,-0.01792452484369278,0.06660367548465729,0.0486396849155426,-0.0064071714878082275,0.361009,-0.291041,0.45148568405566597,0.0013034562031869028,0.2332773059869666,1.0788172125374873,-1.658015359630557,False
23,0,0.06700023263692856,-1.5859622955322266,0.04788905009627342,-1.5661646127700806,-0.06846471130847931,-0.03407876566052437,0.06748306006193161,-1.5856223106384277,0.0477537140250206,-1.5654864311218262,-0.06801427155733109,-0.03417408466339111,0.044914789497852325,0.04084732010960579,-0.017924413084983826,0.06660303473472595,0.04864013195037842,-0.0064073652029037476,0.361009,-0.291041,0.45148568405566597,0.0013034562031869028,0.2332773059869666,1.0788172125374873,-1.668015359630557,False
24,0,0.06748306006193161,-1.5856223106384277,0.0477537140250206,-1.5654864311218262,-0.06801427155733109,-0.03417408466339111,0.06862527132034302,-1.5846837759017944,0.04762065410614014,-1.5640753507614136,-0.06690038740634918,-0.03431820124387741,0.04488383233547211,0.04088824987411499,-0.01789943128824234,0.06653307378292084,0.04861791431903839,-0.006432574242353439,0.361009,-0.291041,0.45148568405566597,0.0020132878890780194,0.23336454042282795,1.0787850382837099,-1.677758365404823,False
