timestep,episode,s1,s2,s3,s4,s5,s6,next_s1,next_s2,next_s3,next_s4,next_s5,next_s6,a1,a2,a3,a4,a5,a6,ball_pos_x,ball_pos_y,ball_pos_z,wrist_3_x,wrist_3_y,wrist_3_z,reward,done
12,1,0.06689503788948059,-1.5779457092285156,0.06231040135025978,-1.572221279144287,-0.07203151285648346,-0.026449067518115044,0.06722413748502731,-1.5796244144439697,0.06487087905406952,-1.5735626220703125,-0.07232362776994705,-0.026431849226355553,-0.06555905938148499,-0.24534648656845093,-0.6368088126182556,0.6005867719650269,0.6926013231277466,-0.2437829226255417,0.670373,-0.170169,0.4514856840556659,0.015828880460120275,0.2342204103048379,1.0782876472634906,-1.750525800376603,False
13,1,0.06722413748502731,-1.5796244144439697,0.06487087905406952,-1.5735626220703125,-0.07232362776994705,-0.026431849226355553,0.06760592758655548,-1.5809320211410522,0.06689120829105377,-1.574566125869751,-0.07269181311130524,-0.02648499794304371,0.8792253732681274,-0.3592376410961151,-0.5978369116783142,0.01638050563633442,0.07816719263792038,0.7833400368690491,0.670373,-0.170169,0.4514856840556659,0.015828880460120275,0.2342204103048379,1.0782876472634906,-1.7605258003766031,False
14,1,0.06760592758655548,-1.5809320211410522,0.06689120829105377,-1.574566125869751,-0.07269181311130524,-0.02648499794304371,0.06792650371789932,-1.5819746255874634,0.06829506158828735,-1.5751978158950806,-0.07302536070346832,-0.026573793962597847,-0.5979596376419067,-0.9062287211418152,-0.49924999475479126,0.08300614356994629,-0.6621673703193665,-0.40445104241371155,0.670373,-0.170169,0.4514856840556659,0.015828880460120275,0.2342204103048379,1.0782876472634906,-1.770525800376603,False
15,1,0.06792650371789932,-1.5819746255874634,0.06829506158828735,-1.5751978158950806,-0.07302536070346832,-0.026573793962597847,0.07632787525653839,-1.5843250751495361,0.06052963808178902,-1.5741989612579346,-0.07188225537538528,-0.018649911507964134,0.3174625337123871,0.964076578617096,-0.8005061149597168,-0.0822160392999649,-0.18351410329341888,0.5070363283157349,0.670373,-0.170169,0.4514856840556659,0.00635899621833896,0.2338084357689371,1.0785214732355055,-1.7867772015621926,False
16,1,0.07632787525653839,-1.5843250751495361,0.06052963808178902,-1.5741989612579346,-0.07188225537538528,-0.018649911507964134,0.0789085179567337,-1.575343370437622,0.0573982410132885,-1.5769121646881104,-0.07501901686191559,-0.015383373014628887,-0.9789777994155884,-0.02150159515440464,0.13468238711357117,-0.716690182685852,0.04610603302717209,-0.7364158630371094,0.670373,-0.170169,0.4514856840556659,0.01246781547468819,0.23433182206483746,1.0783903700813229,-1.7928558815729878,False
17,1,0.0789085179567337,-1.575343370437622,0.0573982410132885,-1.5769121646881104,-0.07501901686191559,-0.015383373014628887,0.07948274165391922,-1.5767977237701416,0.059473153203725815,-1.577817678451538,-0.07560524344444275,-0.015560049563646317,-0.08384985476732254,-0.12485501915216446,-0.07723546028137207,-0.5152065753936768,0.7371113896369934,-0.6469691395759583,0.670373,-0.170169,0.4514856840556659,0.011989572365952637,0.23430716116596906,1.0783749200055326,-1.8031524957680511,False
18,1,0.07948274165391922,-1.5767977237701416,0.059473153203725815,-1.577817678451538,-0.07560524344444275,-0.015560049563646317,0.08024800568819046,-1.5784144401550293,0.06279359012842178,-1.5795373916625977,-0.0763302817940712,-0.01566142588853836,-0.7569934725761414,-0.5071824193000793,-0.20141980051994324,-0.21615378558635712,0.17364346981048584,-0.6804442405700684,0.670373,-0.170169,0.4514856840556659,0.012168894728614026,0.23433343007202226,1.078339695266363,-1.8130223360844524,False
19,1,0.08024800568819046,-1.5784144401550293,0.06279359012842178,-1.5795373916625977,-0.0763302817940712,-0.01566142588853836,0.07241816818714142,-1.5827686786651611,0.059628646820783615,-1.581140398979187,-0.07435236126184464,-0.022417809814214706,0.7914829850196838,0.6612456440925598,-0.7846883535385132,-0.005887865088880062,-0.622506856918335,-0.6784192323684692,0.670373,-0.170169,0.4514856840556659,0.012168894728614026,0.23433343007202226,1.078339695266363,-1.8230223360844524,False
20,1,0.07241816818714142,-1.5827686786651611,0.059628646820783615,-1.581140398979187,-0.07435236126184464,-0.022417809814214706,0.08290015906095505,-1.5771024227142334,0.056323014199733734,-1.5828691720962524,-0.08193576335906982,-0.028022341430187225,0.09755278378725052,0.9626346230506897,-0.15420326590538025,-0.9398712515830994,0.16497854888439178,0.7053669691085815,0.670373,-0.170169,0.4514856840556659,0.009499498031037217,0.23415661716766628,1.0785200748127841,-1.8348321041870672,False
21,1,0.08290015906095505,-1.5771024227142334,0.056323014199733734,-1.5828691720962524,-0.08193576335906982,-0.028022341430187225,0.08307971060276031,-1.5694819688796997,0.05963290482759476,-1.5942555665969849,-0.0799553394317627,-0.019996965304017067,0.9787848591804504,-0.9794449806213379,-0.7307582497596741,0.7968280911445618,0.6570873260498047,-0.9144469499588013,0.670373,-0.170169,0.4514856840556659,0.016708232672833057,0.2347781056475115,1.0783032334921343,-1.8401833993730932,False
22,1,0.08307971060276031,-1.5694819688796997,0.05963290482759476,-1.5942555665969849,-0.0799553394317627,-0.019996965304017067,0.09291905909776688,-1.5810399055480957,0.05171121284365654,-1.5839488506317139,-0.07393665611743927,-0.030806073918938637,-0.9143237471580505,-0.9290322661399841,-0.6125609874725342,0.5092808604240417,-0.3729245364665985,0.10977906733751297,0.670373,-0.170169,0.4514856840556659,0.0004028562638983468,0.23367330163691624,1.0787922820475038,-1.8608623637301758,False
23,1,0.09291905909776688,-1.5810399055480957,0.05171121284365654,-1.5839488506317139,-0.07393665611743927,-0.030806073918938637,0.07070627063512802,-1.594995141029358,0.04262954741716385,-1.5778862237930298,-0.08383418619632721,-0.02428501285612583,-0.6223326921463013,0.8635048270225525,0.1803574413061142,0.24358439445495605,0.8060793280601501,0.023453611880540848,0.670373,-0.170169,0.4514856840556659,-0.004795553045539724,0.2329776531188629,1.078985825682267,-1.8741848132219665,False
24,1,0.07070627063512802,-1.594995141029358,0.04262954741716385,-1.5778862237930298,-0.08383418619632721,-0.02428501285612583,0.06904326379299164,-1.58393394947052,0.046787429600954056,-1.5769122838974,-0.07390198111534119,-0.025386430323123932,0.5473897457122803,-0.2686292231082916,-0.4207034409046173,0.099606454372406,-0.9381139874458313,0.40724796056747437,0.670373,-0.170169,0.4514856840556659,-0.004795553045539724,0.2329776531188629,1.078985825682267,-1.8841848132219665,False
25,1,0.06904326379299164,-1.58393394947052,0.046787429600954056,-1.5769122838974,-0.07390198111534119,-0.025386430323123932,0.0748552680015564,-1.5888513326644897,0.04175746440887451,-1.5761048793792725,-0.08528538793325424,-0.021102989092469215,-0.8260782361030579,-0.9571481347084045,-0.0839911699295044,0.9573462009429932,-0.7161231637001038,-0.051984790712594986,0.670373,-0.170169,0.4514856840556659,-0.005486955789632292,0.23277955295610245,1.0790477047193454,-1.8946082018036356,False
26,1,0.0748552680015564,-1.5888513326644897,0.04175746440887451,-1.5761048793792725,-0.08528538793325424,-0.021102989092469215,0.06543216109275818,-1.597436785697937,0.04192618280649185,-1.566689372062683,-0.09017229825258255,-0.02248450368642807,-0.15647989511489868,0.7103937864303589,0.327709436416626,-0.7450573444366455,-0.7016776204109192,0.7154503464698792,0.670373,-0.170169,0.4514856840556659,-0.009639115635997359,0.23236232714045219,1.0790107071144621,-1.9072116082444595,False
27,1,0.06543216109275818,-1.597436785697937,0.04192618280649185,-1.566689372062683,-0.09017229825258255,-0.02248450368642807,0.06574840843677521,-1.5886170864105225,0.04517454281449318,-1.5760256052017212,-0.09620857983827591,-0.01505372580140829,-0.11157821118831635,0.62494957447052,0.22724568843841553,0.6076246500015259,0.31060096621513367,0.5654690861701965,0.670373,-0.170169,0.4514856840556659,-0.0003794584108884302,0.23291772462583385,1.0789497352313346,-1.911179816322589,False
28,1,0.06574840843677521,-1.5886170864105225,0.04517454281449318,-1.5760256052017212,-0.09620857983827591,-0.01505372580140829,0.06487473100423813,-1.5818841457366943,0.05349181592464447,-1.562658667564392,-0.08898291736841202,-0.007033802103251219,0.18057847023010254,0.6657339930534363,-0.02642940916121006,0.12259765714406967,-0.7468245625495911,-0.85994952917099,0.670373,-0.170169,0.4514856840556659,-0.0003794584108884302,0.23291772462583385,1.0789497352313346,-1.921179816322589,False
29,1,0.06487473100423813,-1.5818841457366943,0.05349181592464447,-1.562658667564392,-0.08898291736841202,-0.007033802103251219,0.07095348834991455,-1.5752099752426147,0.05816957354545593,-1.569949984550476,-0.10880192369222641,-0.027760228142142296,0.3935539722442627,0.48287391662597656,0.7560792565345764,0.8766365051269531,0.9625769257545471,-0.4460304379463196,0.670373,-0.170169,0.4514856840556659,0.01887882394412483,0.23423882918056846,1.0780904938470064,-1.9183995815088541,False
30,1,0.07095348834991455,-1.5752099752426147,0.05816957354545593,-1.569949984550476,-0.10880192369222641,-0.027760228142142296,0.07638177275657654,-1.5697615146636963,0.07379257678985596,-1.5508639812469482,-0.08164022862911224,-0.02825244702398777,-0.17056825757026672,-0.44237610697746277,-0.8434014320373535,-0.7177272439002991,0.9121747016906738,-0.6302493810653687,0.670373,-0.170169,0.4514856840556659,0.02939449177276518,0.23549791614984675,1.077086484462045,-1.9213925737500528,False
31,1,0.07638177275657654,-1.5697615146636963,0.07379257678985596,-1.5508639812469482,-0.08164022862911224,-0.02825244702398777,0.07405470311641693,-1.5764061212539673,0.06582486629486084,-1.5640853643417358,-0.07829689979553223,-0.03425624966621399,0.5619536638259888,0.5685825347900391,0.6913463473320007,-0.6766887307167053,-0.7718822956085205,-0.9698582887649536,0.670373,-0.170169,0.4514856840556659,0.018351701454700196,0.23459562871731332,1.0779383060953835,-1.9387959238673955,False
32,1,0.07405470311641693,-1.5764061212539673,0.06582486629486084,-1.5640853643417358,-0.07829689979553223,-0.03425624966621399,0.0809888243675232,-1.570949673652649,0.07951830327510834,-1.5713456869125366,-0.08733716607093811,-0.042569324374198914,0.862471342086792,-0.5962410569190979,-0.33530306816101074,-0.2677096724510193,-0.06968123465776443,-0.15864059329032898,0.670373,-0.170169,0.4514856840556659,0.018351701454700196,0.23459562871731332,1.0779383060953835,-1.9487959238673955,False
33,1,0.0809888243675232,-1.570949673652649,0.07951830327510834,-1.5713456869125366,-0.08733716607093811,-0.042569324374198914,0.09545259922742844,-1.5850651264190674,0.06734330207109451,-1.5738098621368408,-0.08512862771749496,-0.042406607419252396,0.9581153988838196,-0.3196481168270111,-0.5829262733459473,0.169642373919487,-0.28975966572761536,-0.11153032630681992,0.670373,-0.170169,0.4514856840556659,0.005897850487330989,0.2341673970473938,1.0782558007476326,-1.9670623874888074,False
34,1,0.09545259922742844,-1.5850651264190674,0.06734330207109451,-1.5738098621368408,-0.08512862771749496,-0.042406607419252396,0.10880555957555771,-1.5857958793640137,0.06056312099099159,-1.5694555044174194,-0.09181277453899384,-0.04468366876244545,-0.09504087269306183,-0.9367372393608093,0.6053081154823303,0.18284639716148376,0.8493140935897827,-0.7359444499015808,0.670373,-0.170169,0.4514856840556659,-0.00010920574630886561,0.23385152099659695,1.0784073392179108,-1.9810356587494926,False
35,1,0.10880555957555771,-1.5857958793640137,0.06056312099099159,-1.5694555044174194,-0.09181277453899384,-0.04468366876244545,0.10156632214784622,-1.604233980178833,0.07538741081953049,-1.5675418376922607,-0.0721605196595192,-0.05849470943212509,-0.7276203632354736,0.8940081000328064,-0.10909894108772278,-0.3483451008796692,0.30572327971458435,0.9377574920654297,0.670373,-0.170169,0.4514856840556659,-0.004926696818135691,0.23333786881968083,1.078418811335155,-1.9940637349448618,False
36,1,0.10156632214784622,-1.604233980178833,0.07538741081953049,-1.5675418376922607,-0.0721605196595192,-0.05849470943212509,0.08989503234624863,-1.5789800882339478,0.06728528439998627,-1.5752873420715332,-0.07389488071203232,-0.034207090735435486,0.21484977006912231,0.3886539340019226,0.18631665408611298,0.7294394373893738,0.868572473526001,-0.9611942172050476,0.670373,-0.170169,0.4514856840556659,0.011457179678132631,0.23460404347730265,1.0781509981872146,-1.9934845320398313,False
37,1,0.08989503234624863,-1.5789800882339478,0.06728528439998627,-1.5752873420715332,-0.07389488071203232,-0.034207090735435486,0.09885949641466141,-1.5813099145889282,0.07425520569086075,-1.5575997829437256,-0.05582791566848755,-0.06314805150032043,-0.6081017255783081,-0.10102932900190353,0.8249925374984741,0.8056272864341736,0.7611550092697144,0.6512534022331238,0.670373,-0.170169,0.4514856840556659,0.010582377830055235,0.2349363967124225,1.077857922440914,-2.0040146255415,False
38,1,0.09885949641466141,-1.5813099145889282,0.07425520569086075,-1.5575997829437256,-0.05582791566848755,-0.06314805150032043,0.09097759425640106,-1.5818591117858887,0.08112481236457825,-1.5530859231948853,-0.05182146281003952,-0.050850190222263336,-0.27101951837539673,-0.1634044200181961,0.8638885021209717,0.6778388023376465,-0.6308618783950806,-0.13083218038082123,0.670373,-0.170169,0.4514856840556659,0.015333107717239669,0.23513186707103373,1.0775758726006173,-2.010775406956414,False
39,1,0.09097759425640106,-1.5818591117858887,0.08112481236457825,-1.5530859231948853,-0.05182146281003952,-0.050850190222263336,0.08378284424543381,-1.5761483907699585,0.09440988302230835,-1.5501554012298584,-0.05486854165792465,-0.05089952051639557,-0.7141624093055725,0.7646089196205139,0.5277807116508484,-0.06957385689020157,0.34995734691619873,0.3165924847126007,0.670373,-0.170169,0.4514856840556659,0.015334352261830613,0.23513186592013263,1.0775757497762546,-2.0207745077470323,False
40,1,0.08378284424543381,-1.5761483907699585,0.09440988302230835,-1.5501554012298584,-0.05486854165792465,-0.05089952051639557,0.07909441739320755,-1.572381854057312,0.10663856565952301,-1.5563054084777832,-0.05223521217703819,-0.047307904809713364,0.45446208119392395,0.9351240396499634,0.15234234929084778,0.8372778296470642,0.5716351866722107,0.2820538580417633,0.670373,-0.170169,0.4514856840556659,0.0389345490525289,0.23658007473768833,1.0759055434353824,-2.0148946879082863,False
41,1,0.07909441739320755,-1.572381854057312,0.10663856565952301,-1.5563054084777832,-0.05223521217703819,-0.047307904809713364,0.09471254795789719,-1.5654295682907104,0.12715308368206024,-1.5496888160705566,-0.04663493484258652,-0.04277372732758522,-0.46186861395835876,-0.13875940442085266,0.309507817029953,0.895277202129364,0.9267282485961914,-0.5876009464263916,0.670373,-0.170169,0.4514856840556659,0.051601315103880385,0.23874171463567867,1.074070376198163,-2.0164831137809958,False
42,1,0.09471254795789719,-1.5654295682907104,0.12715308368206024,-1.5496888160705566,-0.04663493484258652,-0.04277372732758522,0.07962659746408463,-1.5723844766616821,0.12972180545330048,-1.5374350547790527,-0.030519641935825348,-0.0559232197701931,0.058660704642534256,0.11831936985254288,0.1709975004196167,-0.2285432666540146,-0.050932664424180984,-0.7185991406440735,0.670373,-0.170169,0.4514856840556659,0.05061838613676257,0.23756918062840085,1.0744618839143973,-2.026868993899954,False
43,1,0.07962659746408463,-1.5723844766616821,0.12972180545330048,-1.5374350547790527,-0.030519641935825348,-0.0559232197701931,0.08706401288509369,-1.5685863494873047,0.13359898328781128,-1.5474966764450073,-0.038143694400787354,-0.06497815996408463,-0.7862038016319275,0.48450374603271484,-0.8379994630813599,0.12981179356575012,0.42347660660743713,0.5038053393363953,0.670373,-0.170169,0.4514856840556659,0.05061838613676257,0.23756918062840085,1.0744618839143973,-2.0368689938999536,False
44,1,0.08706401288509369,-1.5685863494873047,0.13359898328781128,-1.5474966764450073,-0.038143694400787354,-0.06497815996408463,0.07980146259069443,-1.569426417350769,0.1372966766357422,-1.5519465208053589,-0.0340178981423378,-0.05748354643583298,-0.10062742233276367,-0.8217653632164001,0.17631949484348297,-0.9261173605918884,-0.45831960439682007,-0.15225724875926971,0.670373,-0.170169,0.4514856840556659,0.0549819946421963,0.23798273212348944,1.0738692648107988,-2.0438757765566673,False
45,1,0.07980146259069443,-1.569426417350769,0.1372966766357422,-1.5519465208053589,-0.0340178981423378,-0.05748354643583298,0.08006204664707184,-1.5846867561340332,0.1358368843793869,-1.566514015197754,-0.04439413920044899,-0.06367474794387817,0.8890215158462524,-0.2069583386182785,0.027696117758750916,0.47538161277770996,-0.49502047896385193,-0.6017928719520569,0.670373,-0.170169,0.4514856840556659,0.039981658230275954,0.23676248063216498,1.0750928301923903,-2.0637744551372497,False
46,1,0.08006204664707184,-1.5846867561340332,0.1358368843793869,-1.566514015197754,-0.04439413920044899,-0.06367474794387817,0.09771155565977097,-1.582715630531311,0.1369820088148117,-1.551203727722168,-0.050120025873184204,-0.07321318984031677,-0.560680091381073,0.5318508744239807,-0.37245893478393555,-0.5422244668006897,0.7526174783706665,0.42399224638938904,0.670373,-0.170169,0.4514856840556659,0.04015598365877458,0.23782681915222761,1.0745460703143168,-2.073757017513193,False
47,1,0.09771155565977097,-1.582715630531311,0.1369820088148117,-1.551203727722168,-0.050120025873184204,-0.07321318984031677,0.09902419149875641,-1.5899388790130615,0.14331457018852234,-1.5443779230117798,-0.043902479112148285,-0.07855737209320068,0.14068008959293365,-0.7167824506759644,0.6283379793167114,0.6914806365966797,0.6144092679023743,-0.5420829057693481,0.670373,-0.170169,0.4514856840556659,0.04015598365877458,0.23782681915222761,1.0745460703143168,-2.083757017513193,False
48,1,0.09902419149875641,-1.5899388790130615,0.14331457018852234,-1.5443779230117798,-0.043902479112148285,-0.07855737209320068,0.10042411088943481,-1.5971143245697021,0.1496094912290573,-1.5374703407287598,-0.03774891421198845,-0.08397699147462845,-0.3730330467224121,0.4572480618953705,-0.2969791293144226,-0.16761550307273865,0.26256290078163147,0.9620649218559265,0.670373,-0.170169,0.4514856840556659,0.032686454467499064,0.2373016263412539,1.074469141718496,-2.0983313222771467,False
49,1,0.10042411088943481,-1.5971143245697021,0.1496094912290573,-1.5374703407287598,-0.03774891421198845,-0.08397699147462845,0.0923766940832138,-1.585115671157837,0.14117459952831268,-1.5436115264892578,-0.03493262082338333,-0.06255199760198593,-0.4353254437446594,-0.44452816247940063,0.4116240441799164,-0.5070122480392456,-0.2708425223827362,0.2128542810678482,0.670373,-0.170169,0.4514856840556659,0.04052446288087626,0.23759044305600505,1.0744907236560273,-2.1033848256753966,False
50,1,0.0923766940832138,-1.585115671157837,0.14117459952831268,-1.5436115264892578,-0.03493262082338333,-0.06255199760198593,0.08688812702894211,-1.5988080501556396,0.15278659760951996,-1.5512988567352295,-0.04147539287805557,-0.06686464697122574,-0.32435140013694763,-0.01100965030491352,0.7737656831741333,0.4989636540412903,0.3880045711994171,-0.8427287340164185,0.670373,-0.170169,0.4514856840556659,0.037720725653028364,0.23715583867869502,1.0745324310299362,-2.1150432215624155,False
51,1,0.08688812702894211,-1.5988080501556396,0.15278659760951996,-1.5512988567352295,-0.04147539287805557,-0.06686464697122574,0.09154802560806274,-1.5957485437393188,0.1562763899564743,-1.5511817932128906,-0.0339646190404892,-0.06205322965979576,0.46782514452934265,0.30742037296295166,0.34632572531700134,0.01399370189756155,0.7492586970329285,0.48024821281433105,0.670373,-0.170169,0.4514856840556659,0.037720725653028364,0.23715583867869502,1.0745324310299362,-2.1250432215624153,False
52,1,0.09154802560806274,-1.5957485437393188,0.1562763899564743,-1.5511817932128906,-0.0339646190404892,-0.06205322965979576,0.09622213989496231,-1.592678189277649,0.15975059568881989,-1.5510494709014893,-0.0264667347073555,-0.05724997818470001,-0.08687624335289001,-0.7566864490509033,0.974261999130249,-0.170532688498497,-0.5814383625984192,-0.3870451748371124,0.670373,-0.170169,0.4514856840556659,0.040191371748257355,0.2378265861551478,1.073927161156785,-2.1333389147398476,False
53,1,0.09622213989496231,-1.592678189277649,0.15975059568881989,-1.5510494709014893,-0.0264667347073555,-0.05724997818470001,0.09260915219783783,-1.6090501546859741,0.17786842584609985,-1.5545262098312378,-0.04108710214495659,-0.0669122263789177,0.7368026375770569,-0.6968370079994202,-0.7639561295509338,0.5373082756996155,0.3913308382034302,0.815168023109436,0.670373,-0.170169,0.4514856840556659,0.036066994439173224,0.23716785016124384,1.0734292368798823,-2.1454175594931204,False
54,1,0.09260915219783783,-1.6090501546859741,0.17786842584609985,-1.5545262098312378,-0.04108710214495659,-0.0669122263789177,0.10069602727890015,-1.6127519607543945,0.16662192344665527,-1.5484648942947388,-0.03424480929970741,-0.056830644607543945,-0.7625003457069397,0.21934829652309418,0.8319379687309265,0.31749579310417175,-0.22835810482501984,0.47927066683769226,0.670373,-0.170169,0.4514856840556659,0.025262390586731957,0.2365797134777516,1.0744079583974977,-2.162840221964708,False
55,1,0.10069602727890015,-1.6127519607543945,0.16662192344665527,-1.5484648942947388,-0.03424480929970741,-0.056830644607543945,0.0822119265794754,-1.606889247894287,0.18776646256446838,-1.5445411205291748,-0.041548844426870346,-0.05128059908747673,-0.9065563082695007,-0.7585436701774597,0.4390519857406616,-0.3663482964038849,0.7630493640899658,-0.7181087732315063,0.670373,-0.170169,0.4514856840556659,0.025262390586731957,0.2365797134777516,1.0744079583974977,-2.172840221964708,False
56,1,0.0822119265794754,-1.606889247894287,0.18776646256446838,-1.5445411205291748,-0.041548844426870346,-0.05128059908747673,0.07537767291069031,-1.6170724630355835,0.1839572787284851,-1.5509287118911743,-0.021860506385564804,-0.07086050510406494,0.175826296210289,0.38466721773147583,-0.4097460210323334,0.07441520690917969,0.5138254761695862,-0.6311415433883667,0.670373,-0.170169,0.4514856840556659,0.030441220319827034,0.23564815787801588,1.07374809613112,-2.1786505571202257,False
57,1,0.07537767291069031,-1.6170724630355835,0.1839572787284851,-1.5509287118911743,-0.021860506385564804,-0.07086050510406494,0.08318975567817688,-1.602365255355835,0.17562448978424072,-1.5458770990371704,-0.01885821670293808,-0.07685080915689468,-0.5523214340209961,-0.836909294128418,0.5283733606338501,-0.6438403129577637,0.5281845927238464,0.8922004699707031,0.670373,-0.170169,0.4514856840556659,0.0419431737330388,0.23718776935524122,1.073389992769408,-2.1815971478404697,False
